loss,mae,val_loss,val_mae,learning_rate
0.12096211314201355,0.23919762670993805,0.016566166654229164,0.09955369681119919,0.0010000000474974513
0.027258092537522316,0.12623478472232819,0.0145783806219697,0.09219671040773392,0.0010000000474974513
0.018031297251582146,0.1028490737080574,0.014303620904684067,0.08862612396478653,0.0010000000474974513
0.015815841034054756,0.09545290470123291,0.01315100584179163,0.08936776965856552,0.0010000000474974513
0.013540005311369896,0.08894553035497665,0.013694255612790585,0.08670831471681595,0.0010000000474974513
0.01148963812738657,0.08181607723236084,0.012118145823478699,0.08654233813285828,0.0010000000474974513
0.011627729050815105,0.08271074295043945,0.015622011385858059,0.10164133459329605,0.0010000000474974513
0.011908356100320816,0.0834868848323822,0.015203886665403843,0.09851587563753128,0.0010000000474974513
0.009415805339813232,0.07390037924051285,0.012657060287892818,0.08672496676445007,0.0010000000474974513
0.008839310146868229,0.07114612311124802,0.014750678092241287,0.08879903703927994,0.0005000000237487257
0.008973940275609493,0.07152720540761948,0.013490409590303898,0.08978927135467529,0.0005000000237487257
