loss,mae,val_loss,val_mae,learning_rate
0.1413557529449463,0.26184311509132385,0.04447587952017784,0.173056960105896,0.0010000000474974513
0.02943653054535389,0.13097798824310303,0.05537278205156326,0.19192244112491608,0.0010000000474974513
0.01965726539492607,0.10853201895952225,0.0552765391767025,0.1924237161874771,0.0010000000474974513
0.01645536907017231,0.0987946018576622,0.04028518870472908,0.1657656729221344,0.0010000000474974513
0.013157501816749573,0.08804477006196976,0.032973360270261765,0.14930668473243713,0.0010000000474974513
0.012130668386816978,0.08459360152482986,0.05905895307660103,0.2044287919998169,0.0010000000474974513
0.01185188814997673,0.08275246620178223,0.03180019557476044,0.14852274954319,0.0010000000474974513
0.010413882322609425,0.07913673669099808,0.04662856459617615,0.1747639775276184,0.0010000000474974513
0.0097327446565032,0.07559898495674133,0.04057924449443817,0.16500665247440338,0.0010000000474974513
0.009092133492231369,0.07403863966464996,0.04036160930991173,0.16390717029571533,0.0010000000474974513
0.00784651841968298,0.06725189834833145,0.04362230375409126,0.17074048519134521,0.0005000000237487257
0.007731133606284857,0.0669773519039154,0.042382653802633286,0.16659538447856903,0.0005000000237487257
