loss,mae,val_loss,val_mae,learning_rate
0.09255635738372803,0.21477021276950836,0.01296114269644022,0.08859684318304062,0.0010000000474974513
0.024978457018733025,0.12043439596891403,0.017599603161215782,0.11211572587490082,0.0010000000474974513
0.01993654854595661,0.10810983180999756,0.015594420954585075,0.10682476311922073,0.0010000000474974513
0.015987802296876907,0.09664986282587051,0.014318912290036678,0.10201285779476166,0.0010000000474974513
0.012601812370121479,0.08610088378190994,0.011013914830982685,0.08673565089702606,0.0005000000237487257
0.011883310973644257,0.08311951160430908,0.009727957658469677,0.07862943410873413,0.0005000000237487257
0.010989073663949966,0.08062748610973358,0.011528720147907734,0.09095224738121033,0.0005000000237487257
0.009959816932678223,0.0771753191947937,0.01987469382584095,0.1224750205874443,0.0005000000237487257
0.010402748361229897,0.07828351855278015,0.011773430742323399,0.09026394039392471,0.0005000000237487257
0.00928669422864914,0.07414066046476364,0.015474344603717327,0.1070113554596901,0.0002500000118743628
0.008488367311656475,0.06991888582706451,0.015428473241627216,0.10690028965473175,0.0002500000118743628
